# Tempo	Potencial
3322	63.4792
3323	66.3153
3324	69.0037
3325	70.3224
3326	73.2769
3327	77.5304
3328	79.2515
3329	76.8813
3330	70.0219
3331	66.2012
3332	63.847
3333	65.0287
3334	64.1794
3335	66.8264
3336	66.8245
3337	66.8175
3338	64.3062
3339	68.5452
3340	66.0834
3341	67.7401
3342	70.1462
3343	73.3264
3344	77.0121
3345	82.0595
3346	87.0035
3347	91.6284
3348	94.2966
3349	95.3991
3350	99.3518
3351	98.3194
3352	100.365
3353	101.532
3354	99.8508
3355	97.2155
3356	97.7985
3357	97.1527
3358	98.9591
3359	99.6659
3360	98.5225
3361	100.966
3362	97.8198
3363	96.8479
3364	97.3209
3365	97.696
3366	95.0249
3367	92.9712
3368	91.5174
3369	89.1934
3370	90.0124
3371	93.6265
3372	94.52
3373	95.2266
3374	94.4075
3375	92.9415
3376	89.1728
3377	83.4489
3378	83.7025
3379	86.4636
3380	88.904
3381	86.6651
3382	87.735
3383	87.3737
3384	89.4925
3385	89.6831
3386	88.618
3387	96.6401
3388	98.8208
3389	97.3305
3390	97.4885
3391	96.3078
3392	94.8166
3393	91.6165
3394	92.3783
3395	92.2225
3396	93.2535
3397	91.6317
3398	91.9516
3399	89.8035
3400	94.2492
3401	96.1792
3402	96.3312
3403	94.988
3404	93.535
3405	93.9689
3406	96.2053
3407	99.9823
3408	99.6029
3409	96.2433
3410	92.7119
3411	89.4561
3412	90.2561
3413	87.4219
3414	84.4087
3415	82.8731
3416	83.0631
3417	81.3077
3418	81.6359
3419	81.2078
3420	78.4169
3421	82.3155
3422	83.1389
3423	83.7681
3424	86.4394
3425	88.7845
3426	89.7364
3427	84.6259
3428	87.8036
3429	87.3924
3430	85.5241
3431	84.3324
3432	87.4571
3433	89.0237
3434	91.3364
3435	94.2049
3436	93.7068
3437	94.2547
3438	94.2217
3439	95.5167
3440	93.3818
3441	95.0798
3442	96.0204
3443	98.3169
3444	95.3019
3445	93.7245
3446	95.4619
3447	94.6503
3448	92.4726
3449	91.3671
3450	92.8656
3451	92.012
3452	86.7408
3453	83.2939
3454	78.0926
3455	78.2152
3456	83.7789
3457	87.5297
3458	86.3591
3459	88.3556
3460	95.7475
3461	92.6982
3462	95.9699
3463	95.1274
3464	92.8347
3465	91.8831
3466	90.3081
3467	93.2688
3468	94.5146
3469	98.5321
3470	99.8078
3471	98.661
3472	97.0624
3473	95.1793
3474	91.633
3475	95.4671
3476	92.5136
3477	93.6743
3478	93.4474
3479	89.0232
3480	88.2551
3481	86.3214
3482	83.606
3483	87.1114
3484	90.1103
3485	93.7138
3486	90.7498
3487	89.4275
3488	93.0018
3489	94.5972
3490	94.0495
3491	94.9431
3492	97.1692
3493	99.8597
3494	100.062
3495	100.349
3496	97.1032
3497	96.3853
3498	97.6828
3499	93.832
3500	95.6742
3501	93.4356
3502	91.8422
3503	94.3562
3504	95.0004
3505	92.4904
3506	94.1902
3507	94.4435
3508	94.9271
3509	97.7394
3510	100.058
3511	100.278
3512	99.938
3513	96.6176
3514	97.8481
3515	98.7122
3516	99.8597
3517	101.224
3518	99.2706
3519	101.897
3520	104.367
3521	102.03
3522	99.5974
3523	103.178
3524	104.827
3525	102.215
3526	100.969
3527	98.8662
3528	96.587
3529	96.0894
3530	95.7032
3531	92.5463
3532	88.6399
3533	90.163
3534	87.8086
3535	89.9509
3536	90.1549
3537	89.4651
3538	89.9056
3539	93.1727
3540	93.6409
3541	92.9689
3542	91.305
3543	89.3778
3544	93.1071
3545	87.7802
3546	92.3029
3547	91.3208
3548	91.795
3549	93.5604
3550	94.2899
3551	90.4456
3552	89.7587
3553	86.8817
3554	88.2661
3555	88.023
3556	86.0481
3557	83.649
3558	84.5052
3559	86.4026
3560	89.2757
3561	93.0563
3562	95.0957
3563	93.863
3564	91.1729
3565	94.3413
3566	99.1498
3567	99.3205
3568	95.5735
3569	93.9177
3570	96.9536
3571	94.7384
3572	93.2627
3573	97.238
3574	95.9151
3575	93.5049
3576	93.0501
3577	94.3374
3578	97.723
3579	98.7518
3580	96.8964
3581	99.5739
3582	98.5426
3583	93.2429
3584	88.5357
3585	90.3062
3586	92.1767
3587	91.4935
3588	94.9325
3589	93.9856
3590	91.4681
3591	88.7849
3592	91.4042
3593	87.4897
3594	89.0923
3595	92.4259
3596	90.5501
3597	89.3413
3598	87.7858
3599	86.0135
3600	84.5157
3601	83.9975
3602	82.4542
3603	80.0741
3604	77.6924
3605	79.6528
3606	81.1433
3607	80.2987
3608	82.8043
3609	84.7311
3610	86.4271
3611	88.6092
3612	88.5535
3613	88.6294
3614	90.2196
3615	91.6145
3616	96.0641
3617	95.5348
3618	95.7211
3619	94.5437
3620	87.1964
3621	87.8427
3622	86.7375
3623	90.7717
3624	93.5181
3625	89.7948
3626	87.8181
3627	87.9655
3628	87.8234
3629	86.0963
3630	87.5053
3631	86.173
3632	81.8431
3633	80.8063
3634	77.1672
3635	77.0168
3636	75.8744
3637	72.874
3638	70.8148
3639	70.7123
3640	74.2245
3641	73.7892
3642	75.7257
3643	73.0197
3644	73.7146
3645	80.5605
3646	77.3389
3647	82.0553
3648	82.3943
3649	85.031
3650	87.5682
3651	83.7592
3652	85.2316
3653	82.4822
3654	83.1888
3655	79.1873
3656	82.0429
3657	79.5101
3658	80.0282
3659	85.2179
3660	88.1299
3661	85.2345
3662	83.2877
3663	86.0859
3664	86.347
3665	84.5778
3666	82.4451
3667	86.1135
3668	86.4168
3669	86.2184
3670	85.6464
3671	82.6676
3672	83.556
3673	86.6334
3674	86.6157
3675	86.1591
3676	84.4647
3677	84.4978
3678	84.492
3679	85.6576
3680	85.1807
3681	87.6223
3682	90.1486
3683	91.8127
3684	92.8283
3685	94.9726
3686	98.9144
3687	98.85
3688	97.6485
3689	94.4768
3690	92.3381
3691	94.9845
3692	92.4855
3693	91.7818
3694	92.4609
3695	97.1298
3696	92.6822
3697	91.9579
3698	90.3964
3699	91.8411
3700	90.3769
3701	89.9041
3702	89.905
3703	95.0308
3704	92.6852
3705	93.6116
3706	92.6266
3707	91.8529
3708	94.2073
3709	96.6095
3710	98.6284
3711	96.1396
3712	96.465
3713	97.6244
3714	97.7653
3715	96.6826
3716	95.7792
3717	96.9349
3718	100.635
3719	98.7371
3720	94.3228
3721	92.7236
3722	90.3512
3723	88.232
3724	83.9025
3725	85.637
3726	86.9544
3727	89.379
3728	90.2695
3729	89.2719
3730	88.0503
3731	91.3265
3732	89.7124
3733	88.3639
3734	91.2454
3735	91.1909
3736	90.3286
3737	93.9077
3738	99.0363
3739	93.815
3740	94.9012
3741	93.4792
3742	95.0833
3743	92.7131
3744	92.6443
3745	92.713
3746	90.0213
3747	91.6999
3748	95.3226
3749	94.9168
3750	98.3278
3751	97.2102
3752	98.0444
3753	99.0069
3754	95.4625
3755	93.8997
3756	95.8844
3757	93.14
3758	94.5359
3759	92.0187
3760	93.7422
3761	94.4914
3762	94.48
3763	98.0735
3764	97.8096
3765	93.6759
3766	91.7785
3767	91.5287
3768	90.4445
3769	92.3472
3770	94.2268
3771	97.1167
3772	94.483
3773	91.446
3774	90.5407
3775	93.8028
3776	93.1128
3777	91.3845
3778	95.0192
3779	97.3673
3780	98.2064
3781	95.9346
3782	92.9862
3783	94.1735
3784	95.0247
3785	96.6574
3786	96.2735
3787	94.7724
3788	96.8877
3789	95.2566
3790	92.2684
3791	92.4054
3792	88.9153
3793	90.1614
3794	90.5654
3795	94.5848
3796	92.0701
3797	91.0277
3798	85.3198
3799	91.519
3800	90.4256
3801	93.9305
3802	95.6465
3803	93.7863
3804	92.0763
3805	94.361
3806	93.4913
3807	97.6327
3808	94.6867
3809	93.0393
3810	94.9093
3811	96.1318
3812	93.4877
3813	94.9088
3814	92.6014
3815	95.3561
3816	95.9448
3817	101.54
3818	104.205
3819	101.932
3820	101.278
3821	98.5011
3822	97.2043
3823	96.2497
3824	95.4834
3825	95.4194
3826	98.9532
3827	102.685
3828	100.573
3829	98.4423
3830	100.457
3831	102.419
3832	99.3096
3833	97.1729
3834	97.0968
3835	94.6818
3836	94.0928
3837	93.9704
3838	93.3063
3839	94.6554
3840	95.9279
3841	98.8147
3842	98.1495
3843	95.789
3844	95.8911
3845	98.0671
3846	99.2604
3847	102.379
3848	98.0445
3849	97.0632
3850	94.1115
3851	98.0131
3852	99.4351
3853	98.4611
3854	100.472
3855	98.5242
3856	100.085
3857	102.146
3858	102.065
3859	101.038
3860	98.9548
3861	96.3754
3862	95.4712
3863	91.9191
3864	92.1956
3865	88.3288
3866	90.6306
3867	93.8059
3868	91.5997
3869	94.9286
3870	92.1489
3871	91.6666
3872	87.908
3873	94.2751
3874	95.8315
3875	93.3678
3876	93.0919
3877	92.0894
3878	87.5438
3879	86.7978
3880	88.2814
3881	82.1697
3882	80.5492
3883	82.0195
3884	89.6915
3885	92.3467
3886	94.8858
3887	93.5303
3888	92.9558
3889	94.0075
3890	96.3186
3891	96.3089
3892	94.5251
3893	89.6885
3894	93.191
3895	91.6561
3896	92.6176
3897	89.7789
3898	88.2662
3899	91.2788
3900	90.6672
3901	89.4255
3902	89.1245
3903	91.8349
3904	87.9714
3905	84.3262
3906	84.8138
3907	82.9855
3908	78.9721
3909	80.467
3910	82.3106
3911	85.2516
3912	92.1523
3913	92.932
3914	95.0727
3915	95.659
3916	93.57
3917	93.9127
3918	93.7166
3919	93.0953
3920	91.0898
3921	95.2281
3922	95.7615
3923	93.0512
3924	95.8569
3925	93.8836
3926	95.7759
3927	93.4017
3928	93.0079
3929	91.855
3930	88.6236
3931	88.8218
3932	89.8629
3933	90.2589
3934	88.2648
3935	88.4763
3936	87.1157
3937	86.4298
3938	89.6795
3939	88.4251
3940	88.8531
3941	88.9072
3942	86.9936
3943	85.4171
3944	88.5222
3945	83.6836
3946	84.6689
3947	84.2091
3948	85.5862
3949	84.2917
3950	81.1897
3951	80.8823
3952	80.7756
3953	76.7481
3954	73.9736
3955	75.3574
3956	80.619
3957	83.5873
3958	78.874
3959	83.9027
3960	82.337
3961	80.7813
3962	82.9337
3963	81.9992
3964	78.1662
3965	77.5036
3966	81.109
3967	75.5644
3968	78.1372
3969	82.1175
3970	81.9472
3971	82.0572
3972	82.663
3973	83.9875
3974	86.7314
3975	89.8223
3976	83.9151
3977	81.9142
3978	83.1076
3979	82.3115
3980	88.0949
3981	89.6555
3982	90.9562
3983	93.4288
3984	95.6185
3985	92.556
3986	91.211
3987	92.7075
3988	92.0936
3989	87.2112
3990	83.5632
3991	84.2818
3992	80.8046
3993	83.7682
3994	88.8425
3995	92.1433
3996	91.5443
3997	90.0721
3998	92.2642
3999	93.6722
4000	94.6014
4001	95.5885
4002	95.8455
4003	99.8837
4004	98.4614
4005	95.4759
4006	97.3208
4007	93.9133
4008	94.6119
4009	91.6486
4010	91.1383
4011	93.2398
4012	97.5263
4013	100.879
4014	98.0891
4015	90.3211
4016	86.279
4017	84.7311
4018	88.3126
4019	91.5725
4020	88.188
4021	91.416
4022	92.0898
4023	91.6116
4024	93.3338
4025	91.656
4026	94.5194
4027	92.8317
4028	92.2719
4029	95.5699
4030	93.4879
4031	89.6228
4032	84.3133
4033	83.2996
4034	82.3178
4035	83.3983
4036	87.1806
4037	85.3968
4038	85.4853
4039	84.9823
4040	82.6365
4041	82.5276
4042	84.4093
4043	81.0638
4044	83.0388
4045	85.4103
4046	91.4956
4047	92.7215
4048	91.0123
4049	92.3326
4050	92.4971
4051	96.5168
4052	94.395
4053	91.3351
4054	91.7932
4055	89.921
4056	88.3132
4057	89.9695
4058	92.104
4059	95.9878
4060	96.8614
4061	98.2011
4062	100.962
4063	99.1497
4064	93.7365
4065	94.47
4066	93.3744
4067	92.9351
4068	93.6338
4069	94.3742
4070	93.74
4071	95.5084
4072	92.5152
4073	90.881
4074	95.189
4075	92.0049
4076	95.2908
4077	95.3365
4078	97.6218
4079	99.7372
4080	99.4056
4081	99.7742
4082	98.4192
4083	99.0896
4084	99.7756
4085	99.4044
4086	98.8079
4087	100.554
4088	100.843
4089	96.8947
4090	100.1
4091	99.2943
4092	96.8756
4093	95.5292
4094	97.9785
4095	95.7071
4096	98.7772
4097	98.2471
4098	96.746
4099	90.6777
4100	88.2866
4101	85.1463
4102	86.5731
4103	88.7167
4104	93.1609
4105	88.7848
4106	88.1947
4107	87.6411
4108	88.9298
4109	88.846
4110	85.6969
4111	82.2898
4112	84.6723
4113	80.8657
4114	86.4759
4115	88.1861
4116	88.4542
4117	85.7124
4118	85.8429
4119	85.1988
4120	85.0059
4121	89.9179
4122	90.0961
4123	91.54
4124	92.941
4125	92.8574
4126	91.123
4127	97.5116
4128	95.0566
4129	97.0816
4130	93.8576
4131	95.7584
4132	96.4047
4133	94.7426
4134	95.5189
4135	93.0218
4136	93.5307
4137	91.2499
4138	92.7711
4139	94.5204
4140	93.3144
4141	92.8811
4142	88.9705
4143	87.6807
4144	89.1458
4145	91.4564
4146	92.0703
4147	92.4999
4148	95.0625
4149	97.2321
4150	95.6626
4151	93.537
4152	95.4105
4153	95.6892
4154	91.9368
4155	95.3207
4156	95.9039
4157	95.7858
4158	92.258
4159	90.953
4160	92.6114
4161	94.3578
4162	94.5764
4163	94.1854
4164	93.9761
4165	96.2155
4166	93.9184
