# x	Phi
841.8	0.999756
842	0.999756
842.2	0.999757
842.4	0.999758
842.6	0.999758
842.8	0.999759
843	0.99976
843.2	0.99976
843.4	0.999761
843.6	0.999762
843.8	0.999762
844	0.999763
844.2	0.999763
844.4	0.999764
844.6	0.999765
844.8	0.999765
845	0.999766
845.2	0.999767
845.4	0.999767
845.6	0.999768
845.8	0.999768
846	0.999769
846.2	0.99977
846.4	0.99977
846.6	0.999771
846.8	0.999772
847	0.999772
847.2	0.999773
847.4	0.999773
847.6	0.999774
847.8	0.999775
848	0.999775
848.2	0.999776
848.4	0.999776
848.6	0.999777
848.8	0.999778
849	0.999778
849.2	0.999779
849.4	0.999779
849.6	0.99978
849.8	0.999781
850	0.999781
850.2	0.999782
850.4	0.999782
850.6	0.999783
850.8	0.999783
851	0.999784
851.2	0.999785
851.4	0.999785
851.6	0.999786
851.8	0.999786
852	0.999787
852.2	0.999787
852.4	0.999788
852.6	0.999789
852.8	0.999789
853	0.99979
853.2	0.99979
853.4	0.999791
853.6	0.999791
853.8	0.999792
854	0.999793
854.2	0.999793
854.4	0.999794
854.6	0.999794
854.8	0.999795
855	0.999795
855.2	0.999796
855.4	0.999796
855.6	0.999797
855.8	0.999797
856	0.999798
856.2	0.999799
856.4	0.999799
856.6	0.9998
856.8	0.9998
857	0.999801
857.2	0.999801
857.4	0.999802
857.6	0.999802
857.8	0.999803
858	0.999803
858.2	0.999804
858.4	0.999804
858.6	0.999805
858.8	0.999805
859	0.999806
859.2	0.999806
859.4	0.999807
859.6	0.999808
859.8	0.999808
860	0.999809
860.2	0.999809
860.4	0.99981
860.6	0.99981
860.8	0.999811
861	0.999811
861.2	0.999812
861.4	0.999812
861.6	0.999813
861.8	0.999813
862	0.999814
862.2	0.999814
862.4	0.999815
862.6	0.999815
862.8	0.999816
863	0.999816
863.2	0.999817
863.4	0.999817
863.6	0.999818
863.8	0.999818
864	0.999819
864.2	0.999819
864.4	0.999819
864.6	0.99982
864.8	0.99982
865	0.999821
865.2	0.999821
865.4	0.999822
865.6	0.999822
865.8	0.999823
866	0.999823
866.2	0.999824
866.4	0.999824
866.6	0.999825
866.8	0.999825
867	0.999826
867.2	0.999826
867.4	0.999827
867.6	0.999827
867.8	0.999827
868	0.999828
868.2	0.999828
868.4	0.999829
868.6	0.999829
868.8	0.99983
869	0.99983
869.2	0.999831
869.4	0.999831
869.6	0.999832
869.8	0.999832
870	0.999832
870.2	0.999833
870.4	0.999833
870.6	0.999834
870.8	0.999834
871	0.999835
871.2	0.999835
871.4	0.999836
871.6	0.999836
871.8	0.999836
872	0.999837
872.2	0.999837
872.4	0.999838
872.6	0.999838
872.8	0.999839
873	0.999839
873.2	0.99984
873.4	0.99984
873.6	0.99984
873.8	0.999841
874	0.999841
874.2	0.999842
874.4	0.999842
874.6	0.999842
874.8	0.999843
875	0.999843
875.2	0.999844
875.4	0.999844
875.6	0.999845
875.8	0.999845
876	0.999845
876.2	0.999846
876.4	0.999846
876.6	0.999847
876.8	0.999847
877	0.999847
877.2	0.999848
877.4	0.999848
877.6	0.999849
877.8	0.999849
878	0.999849
878.2	0.99985
878.4	0.99985
878.6	0.999851
878.8	0.999851
879	0.999851
879.2	0.999852
879.4	0.999852
879.6	0.999853
879.8	0.999853
880	0.999853
880.2	0.999854
880.4	0.999854
880.6	0.999855
880.8	0.999855
881	0.999855
881.2	0.999856
881.4	0.999856
881.6	0.999857
881.8	0.999857
882	0.999857
882.2	0.999858
882.4	0.999858
882.6	0.999858
882.8	0.999859
883	0.999859
883.2	0.99986
883.4	0.99986
883.6	0.99986
883.8	0.999861
884	0.999861
884.2	0.999861
884.4	0.999862
884.6	0.999862
884.8	0.999863
885	0.999863
885.2	0.999863
885.4	0.999864
885.6	0.999864
885.8	0.999864
886	0.999865
886.2	0.999865
886.4	0.999865
886.6	0.999866
886.8	0.999866
887	0.999867
887.2	0.999867
887.4	0.999867
887.6	0.999868
887.8	0.999868
888	0.999868
888.2	0.999869
888.4	0.999869
888.6	0.999869
888.8	0.99987
889	0.99987
889.2	0.99987
889.4	0.999871
889.6	0.999871
889.8	0.999871
890	0.999872
890.2	0.999872
890.4	0.999873
890.6	0.999873
890.8	0.999873
891	0.999874
891.2	0.999874
891.4	0.999874
891.6	0.999875
891.8	0.999875
892	0.999875
892.2	0.999876
892.4	0.999876
892.6	0.999876
892.8	0.999877
893	0.999877
893.2	0.999877
893.4	0.999878
893.6	0.999878
893.8	0.999878
894	0.999878
894.2	0.999879
894.4	0.999879
894.6	0.999879
894.8	0.99988
895	0.99988
895.2	0.99988
895.4	0.999881
895.6	0.999881
895.8	0.999881
896	0.999882
896.2	0.999882
896.4	0.999882
896.6	0.999883
896.8	0.999883
897	0.999883
897.2	0.999884
897.4	0.999884
897.6	0.999884
897.8	0.999885
898	0.999885
898.2	0.999885
898.4	0.999885
898.6	0.999886
898.8	0.999886
899	0.999886
899.2	0.999887
899.4	0.999887
899.6	0.999887
899.8	0.999888
900	0.999888
900.2	0.999888
900.4	0.999888
900.6	0.999889
900.8	0.999889
901	0.999889
901.2	0.99989
901.4	0.99989
901.6	0.99989
901.8	0.999891
902	0.999891
902.2	0.999891
902.4	0.999891
902.6	0.999892
902.8	0.999892
903	0.999892
903.2	0.999893
903.4	0.999893
903.6	0.999893
903.8	0.999893
904	0.999894
904.2	0.999894
904.4	0.999894
904.6	0.999895
904.8	0.999895
905	0.999895
905.2	0.999895
905.4	0.999896
905.6	0.999896
905.8	0.999896
906	0.999897
906.2	0.999897
906.4	0.999897
906.6	0.999897
906.8	0.999898
907	0.999898
907.2	0.999898
907.4	0.999898
907.6	0.999899
907.8	0.999899
908	0.999899
908.2	0.9999
908.4	0.9999
908.6	0.9999
908.8	0.9999
909	0.999901
909.2	0.999901
909.4	0.999901
909.6	0.999901
909.8	0.999902
910	0.999902
910.2	0.999902
910.4	0.999902
910.6	0.999903
910.8	0.999903
911	0.999903
911.2	0.999903
911.4	0.999904
911.6	0.999904
911.8	0.999904
912	0.999904
912.2	0.999905
912.4	0.999905
912.6	0.999905
912.8	0.999906
913	0.999906
913.2	0.999906
913.4	0.999906
913.6	0.999907
913.8	0.999907
914	0.999907
914.2	0.999907
914.4	0.999908
914.6	0.999908
914.8	0.999908
915	0.999908
915.2	0.999908
915.4	0.999909
915.6	0.999909
915.8	0.999909
916	0.999909
916.2	0.99991
916.4	0.99991
916.6	0.99991
916.8	0.99991
917	0.999911
917.2	0.999911
917.4	0.999911
917.6	0.999911
917.8	0.999912
918	0.999912
918.2	0.999912
918.4	0.999912
918.6	0.999913
918.8	0.999913
919	0.999913
919.2	0.999913
919.4	0.999913
919.6	0.999914
919.8	0.999914
920	0.999914
920.2	0.999914
920.4	0.999915
920.6	0.999915
920.8	0.999915
921	0.999915
921.2	0.999916
921.4	0.999916
921.6	0.999916
921.8	0.999916
922	0.999916
922.2	0.999917
922.4	0.999917
922.6	0.999917
922.8	0.999917
923	0.999918
923.2	0.999918
923.4	0.999918
923.6	0.999918
923.8	0.999918
924	0.999919
924.2	0.999919
924.4	0.999919
924.6	0.999919
924.8	0.99992
925	0.99992
925.2	0.99992
925.4	0.99992
925.6	0.99992
925.8	0.999921
926	0.999921
926.2	0.999921
926.4	0.999921
926.6	0.999921
926.8	0.999922
927	0.999922
927.2	0.999922
927.4	0.999922
927.6	0.999922
927.8	0.999923
928	0.999923
928.2	0.999923
928.4	0.999923
928.6	0.999924
928.8	0.999924
929	0.999924
929.2	0.999924
929.4	0.999924
929.6	0.999925
929.8	0.999925
930	0.999925
930.2	0.999925
930.4	0.999925
930.6	0.999926
930.8	0.999926
931	0.999926
931.2	0.999926
931.4	0.999926
931.6	0.999927
931.8	0.999927
932	0.999927
932.2	0.999927
932.4	0.999927
932.6	0.999927
932.8	0.999928
933	0.999928
933.2	0.999928
933.4	0.999928
933.6	0.999928
933.8	0.999929
934	0.999929
934.2	0.999929
934.4	0.999929
934.6	0.999929
934.8	0.99993
935	0.99993
935.2	0.99993
935.4	0.99993
935.6	0.99993
935.8	0.999931
936	0.999931
936.2	0.999931
936.4	0.999931
936.6	0.999931
936.8	0.999931
937	0.999932
937.2	0.999932
937.4	0.999932
937.6	0.999932
937.8	0.999932
938	0.999933
938.2	0.999933
938.4	0.999933
938.6	0.999933
938.8	0.999933
939	0.999933
939.2	0.999934
939.4	0.999934
939.6	0.999934
939.8	0.999934
940	0.999934
940.2	0.999935
940.4	0.999935
940.6	0.999935
940.8	0.999935
941	0.999935
941.2	0.999935
941.4	0.999936
941.6	0.999936
941.8	0.999936
942	0.999936
942.2	0.999936
942.4	0.999936
942.6	0.999937
942.8	0.999937
943	0.999937
943.2	0.999937
943.4	0.999937
943.6	0.999937
943.8	0.999938
944	0.999938
944.2	0.999938
944.4	0.999938
944.6	0.999938
944.8	0.999938
945	0.999939
945.2	0.999939
945.4	0.999939
945.6	0.999939
945.8	0.999939
946	0.999939
946.2	0.99994
946.4	0.99994
946.6	0.99994
946.8	0.99994
947	0.99994
947.2	0.99994
947.4	0.999941
947.6	0.999941
947.8	0.999941
948	0.999941
948.2	0.999941
948.4	0.999941
948.6	0.999941
948.8	0.999942
949	0.999942
949.2	0.999942
949.4	0.999942
949.6	0.999942
949.8	0.999942
950	0.999943
950.2	0.999943
950.4	0.999943
950.6	0.999943
950.8	0.999943
951	0.999943
951.2	0.999943
951.4	0.999944
951.6	0.999944
951.8	0.999944
952	0.999944
952.2	0.999944
952.4	0.999944
952.6	0.999945
952.8	0.999945
953	0.999945
953.2	0.999945
953.4	0.999945
953.6	0.999945
953.8	0.999945
954	0.999946
954.2	0.999946
954.4	0.999946
954.6	0.999946
954.8	0.999946
955	0.999946
955.2	0.999946
955.4	0.999947
955.6	0.999947
955.8	0.999947
956	0.999947
956.2	0.999947
956.4	0.999947
956.6	0.999947
956.8	0.999948
957	0.999948
957.2	0.999948
957.4	0.999948
957.6	0.999948
957.8	0.999948
958	0.999948
958.2	0.999949
958.4	0.999949
958.6	0.999949
958.8	0.999949
959	0.999949
959.2	0.999949
959.4	0.999949
959.6	0.999949
959.8	0.99995
960	0.99995
960.2	0.99995
960.4	0.99995
960.6	0.99995
960.8	0.99995
961	0.99995
961.2	0.999951
961.4	0.999951
961.6	0.999951
961.8	0.999951
962	0.999951
962.2	0.999951
962.4	0.999951
962.6	0.999951
962.8	0.999952
963	0.999952
963.2	0.999952
963.4	0.999952
963.6	0.999952
963.8	0.999952
964	0.999952
964.2	0.999952
964.4	0.999953
964.6	0.999953
964.8	0.999953
965	0.999953
965.2	0.999953
965.4	0.999953
965.6	0.999953
965.8	0.999953
966	0.999954
966.2	0.999954
966.4	0.999954
966.6	0.999954
966.8	0.999954
967	0.999954
967.2	0.999954
967.4	0.999954
967.6	0.999955
967.8	0.999955
968	0.999955
968.2	0.999955
968.4	0.999955
968.6	0.999955
968.8	0.999955
969	0.999955
969.2	0.999956
969.4	0.999956
969.6	0.999956
969.8	0.999956
970	0.999956
970.2	0.999956
970.4	0.999956
970.6	0.999956
970.8	0.999957
971	0.999957
971.2	0.999957
971.4	0.999957
971.6	0.999957
971.8	0.999957
972	0.999957
972.2	0.999957
972.4	0.999957
972.6	0.999958
972.8	0.999958
973	0.999958
973.2	0.999958
973.4	0.999958
973.6	0.999958
973.8	0.999958
974	0.999958
974.2	0.999958
974.4	0.999959
974.6	0.999959
974.8	0.999959
975	0.999959
975.2	0.999959
975.4	0.999959
975.6	0.999959
975.8	0.999959
976	0.999959
976.2	0.99996
976.4	0.99996
976.6	0.99996
976.8	0.99996
977	0.99996
977.2	0.99996
977.4	0.99996
977.6	0.99996
977.8	0.99996
978	0.999961
978.2	0.999961
978.4	0.999961
978.6	0.999961
978.8	0.999961
979	0.999961
979.2	0.999961
979.4	0.999961
979.6	0.999961
979.8	0.999961
980	0.999962
980.2	0.999962
980.4	0.999962
980.6	0.999962
980.8	0.999962
981	0.999962
981.2	0.999962
981.4	0.999962
981.6	0.999962
981.8	0.999962
982	0.999963
982.2	0.999963
982.4	0.999963
982.6	0.999963
982.8	0.999963
983	0.999963
983.2	0.999963
983.4	0.999963
983.6	0.999963
983.8	0.999963
984	0.999964
984.2	0.999964
984.4	0.999964
984.6	0.999964
984.8	0.999964
985	0.999964
985.2	0.999964
985.4	0.999964
985.6	0.999964
985.8	0.999964
986	0.999965
986.2	0.999965
986.4	0.999965
986.6	0.999965
986.8	0.999965
987	0.999965
987.2	0.999965
987.4	0.999965
987.6	0.999965
987.8	0.999965
988	0.999965
988.2	0.999966
988.4	0.999966
988.6	0.999966
988.8	0.999966
989	0.999966
989.2	0.999966
989.4	0.999966
989.6	0.999966
989.8	0.999966
990	0.999966
990.2	0.999966
990.4	0.999967
990.6	0.999967
990.8	0.999967
991	0.999967
991.2	0.999967
991.4	0.999967
991.6	0.999967
991.8	0.999967
992	0.999967
992.2	0.999967
992.4	0.999967
992.6	0.999968
992.8	0.999968
993	0.999968
993.2	0.999968
993.4	0.999968
993.6	0.999968
993.8	0.999968
994	0.999968
994.2	0.999968
994.4	0.999968
994.6	0.999968
994.8	0.999968
995	0.999969
995.2	0.999969
995.4	0.999969
995.6	0.999969
995.8	0.999969
996	0.999969
996.2	0.999969
996.4	0.999969
996.6	0.999969
996.8	0.999969
997	0.999969
997.2	0.999969
997.4	0.99997
997.6	0.99997
997.8	0.99997
998	0.99997
998.2	0.99997
998.4	0.99997
998.6	0.99997
998.8	0.99997
999	0.99997
999.2	0.99997
999.4	0.99997
999.6	0.99997
999.8	0.99997
