# x	Phi
191	0.403897
191.2	0.404541
191.4	0.405186
191.6	0.405831
191.8	0.406476
192	0.407122
192.2	0.407768
192.4	0.408414
192.6	0.409061
192.8	0.409707
193	0.410355
193.2	0.411002
193.4	0.41165
193.6	0.412298
193.8	0.412947
194	0.413596
194.2	0.414245
194.4	0.414894
194.6	0.415544
194.8	0.416194
195	0.416844
195.2	0.417494
195.4	0.418145
195.6	0.418796
195.8	0.419448
196	0.420099
196.2	0.420751
196.4	0.421404
196.6	0.422056
196.8	0.422709
197	0.423362
197.2	0.424015
197.4	0.424669
197.6	0.425323
197.8	0.425977
198	0.426631
198.2	0.427286
198.4	0.427941
198.6	0.428596
198.8	0.429251
199	0.429907
199.2	0.430563
199.4	0.431219
199.6	0.431875
199.8	0.432532
200	0.433189
200.2	0.433846
200.4	0.434503
200.6	0.43516
200.8	0.435818
201	0.436476
201.2	0.437134
201.4	0.437793
201.6	0.438451
201.8	0.43911
202	0.439769
202.2	0.440429
202.4	0.441088
202.6	0.441748
202.8	0.442408
203	0.443068
203.2	0.443728
203.4	0.444389
203.6	0.44505
203.8	0.44571
204	0.446372
204.2	0.447033
204.4	0.447694
204.6	0.448356
204.8	0.449018
205	0.44968
205.2	0.450342
205.4	0.451005
205.6	0.451667
205.8	0.45233
206	0.452993
206.2	0.453656
206.4	0.454319
206.6	0.454982
206.8	0.455646
207	0.45631
207.2	0.456974
207.4	0.457638
207.6	0.458302
207.8	0.458966
208	0.45963
208.2	0.460295
208.4	0.46096
208.6	0.461625
208.8	0.46229
209	0.462955
209.2	0.46362
209.4	0.464286
209.6	0.464951
209.8	0.465617
210	0.466283
210.2	0.466949
210.4	0.467615
210.6	0.468281
210.8	0.468947
211	0.469613
211.2	0.47028
211.4	0.470946
211.6	0.471613
211.8	0.47228
212	0.472947
212.2	0.473614
212.4	0.474281
212.6	0.474948
212.8	0.475615
213	0.476283
213.2	0.47695
213.4	0.477618
213.6	0.478285
213.8	0.478953
214	0.479621
214.2	0.480288
214.4	0.480956
214.6	0.481624
214.8	0.482292
215	0.48296
215.2	0.483629
215.4	0.484297
215.6	0.484965
215.8	0.485633
216	0.486302
216.2	0.48697
216.4	0.487639
216.6	0.488307
216.8	0.488976
217	0.489644
217.2	0.490313
217.4	0.490982
217.6	0.49165
217.8	0.492319
218	0.492988
218.2	0.493656
218.4	0.494325
218.6	0.494994
218.8	0.495663
219	0.496332
219.2	0.497001
219.4	0.49767
219.6	0.498338
219.8	0.499007
220	0.499676
220.2	0.500345
220.4	0.501014
220.6	0.501683
220.8	0.502352
221	0.503021
221.2	0.50369
221.4	0.504358
221.6	0.505027
221.8	0.505696
222	0.506365
222.2	0.507034
222.4	0.507702
222.6	0.508371
222.8	0.50904
223	0.509708
223.2	0.510377
223.4	0.511046
223.6	0.511714
223.8	0.512383
224	0.513051
224.2	0.51372
224.4	0.514388
224.6	0.515056
224.8	0.515725
225	0.516393
225.2	0.517061
225.4	0.517729
225.6	0.518397
225.8	0.519065
226	0.519733
226.2	0.520401
226.4	0.521068
226.6	0.521736
226.8	0.522404
227	0.523071
227.2	0.523739
227.4	0.524406
227.6	0.525073
227.8	0.52574
228	0.526407
228.2	0.527074
228.4	0.527741
228.6	0.528408
228.8	0.529075
229	0.529741
229.2	0.530408
229.4	0.531074
229.6	0.53174
229.8	0.532407
230	0.533073
230.2	0.533739
230.4	0.534404
230.6	0.53507
230.8	0.535736
231	0.536401
231.2	0.537066
231.4	0.537731
231.6	0.538396
231.8	0.539061
232	0.539726
232.2	0.540391
232.4	0.541055
232.6	0.541719
232.8	0.542384
233	0.543048
233.2	0.543711
233.4	0.544375
233.6	0.545039
233.8	0.545702
234	0.546365
234.2	0.547028
234.4	0.547691
234.6	0.548354
234.8	0.549017
235	0.549679
235.2	0.550341
235.4	0.551003
235.6	0.551665
235.8	0.552327
236	0.552988
236.2	0.553649
236.4	0.554311
236.6	0.554971
236.8	0.555632
237	0.556293
237.2	0.556953
237.4	0.557613
237.6	0.558273
237.8	0.558933
238	0.559592
238.2	0.560252
238.4	0.560911
238.6	0.56157
238.8	0.562228
239	0.562887
239.2	0.563545
239.4	0.564203
239.6	0.564861
239.8	0.565518
240	0.566175
240.2	0.566832
240.4	0.567489
240.6	0.568146
240.8	0.568802
241	0.569458
241.2	0.570114
241.4	0.57077
241.6	0.571425
241.8	0.57208
242	0.572735
242.2	0.57339
242.4	0.574044
242.6	0.574698
242.8	0.575352
243	0.576006
243.2	0.576659
243.4	0.577312
243.6	0.577965
243.8	0.578617
244	0.579269
244.2	0.579921
244.4	0.580573
244.6	0.581224
244.8	0.581876
245	0.582526
245.2	0.583177
245.4	0.583827
245.6	0.584477
245.8	0.585127
246	0.585776
246.2	0.586425
246.4	0.587074
246.6	0.587722
246.8	0.588371
247	0.589018
247.2	0.589666
247.4	0.590313
247.6	0.59096
247.8	0.591607
248	0.592253
248.2	0.592899
248.4	0.593545
248.6	0.59419
248.8	0.594835
249	0.59548
249.2	0.596124
249.4	0.596768
249.6	0.597412
249.8	0.598055
250	0.598698
250.2	0.599341
250.4	0.599983
250.6	0.600625
250.8	0.601266
251	0.601908
251.2	0.602549
251.4	0.603189
251.6	0.60383
251.8	0.604469
252	0.605109
252.2	0.605748
252.4	0.606387
252.6	0.607025
252.8	0.607663
253	0.608301
253.2	0.608938
253.4	0.609575
253.6	0.610212
253.8	0.610848
254	0.611484
254.2	0.612119
254.4	0.612754
254.6	0.613389
254.8	0.614023
255	0.614657
255.2	0.615291
255.4	0.615924
255.6	0.616557
255.8	0.617189
256	0.617821
256.2	0.618453
256.4	0.619084
256.6	0.619715
256.8	0.620345
257	0.620975
257.2	0.621604
257.4	0.622234
257.6	0.622862
257.8	0.623491
258	0.624118
258.2	0.624746
258.4	0.625373
258.6	0.626
258.8	0.626626
259	0.627252
259.2	0.627877
259.4	0.628502
259.6	0.629126
259.8	0.62975
260	0.630374
260.2	0.630997
260.4	0.63162
260.6	0.632242
260.8	0.632864
261	0.633486
261.2	0.634107
261.4	0.634727
261.6	0.635347
261.8	0.635967
262	0.636586
262.2	0.637205
262.4	0.637823
262.6	0.638441
262.8	0.639058
263	0.639675
263.2	0.640292
263.4	0.640908
263.6	0.641523
263.8	0.642139
264	0.642753
264.2	0.643367
264.4	0.643981
264.6	0.644594
264.8	0.645207
265	0.645819
265.2	0.646431
265.4	0.647042
265.6	0.647653
265.8	0.648263
266	0.648873
266.2	0.649482
266.4	0.650091
266.6	0.6507
266.8	0.651308
267	0.651915
267.2	0.652522
267.4	0.653128
267.6	0.653734
267.8	0.65434
268	0.654945
268.2	0.655549
268.4	0.656153
268.6	0.656756
268.8	0.657359
269	0.657962
269.2	0.658563
269.4	0.659165
269.6	0.659766
269.8	0.660366
270	0.660966
270.2	0.661565
270.4	0.662164
270.6	0.662762
270.8	0.66336
271	0.663957
271.2	0.664554
271.4	0.66515
271.6	0.665746
271.8	0.666341
272	0.666935
272.2	0.66753
272.4	0.668123
272.6	0.668716
272.8	0.669309
273	0.6699
273.2	0.670492
273.4	0.671083
273.6	0.671673
273.8	0.672263
274	0.672852
274.2	0.673441
274.4	0.674029
274.6	0.674616
274.8	0.675203
275	0.67579
275.2	0.676376
275.4	0.676961
275.6	0.677546
275.8	0.67813
276	0.678714
276.2	0.679297
276.4	0.67988
276.6	0.680462
276.8	0.681043
277	0.681624
277.2	0.682205
277.4	0.682784
277.6	0.683364
277.8	0.683942
278	0.68452
278.2	0.685098
278.4	0.685675
278.6	0.686251
278.8	0.686827
279	0.687402
279.2	0.687977
279.4	0.688551
279.6	0.689124
279.8	0.689697
280	0.69027
280.2	0.690841
280.4	0.691413
280.6	0.691983
280.8	0.692553
281	0.693123
281.2	0.693691
281.4	0.69426
281.6	0.694827
281.8	0.695394
282	0.695961
282.2	0.696527
282.4	0.697092
282.6	0.697656
282.8	0.698221
283	0.698784
283.2	0.699347
283.4	0.699909
283.6	0.700471
283.8	0.701032
284	0.701592
284.2	0.702152
284.4	0.702711
284.6	0.70327
284.8	0.703828
285	0.704386
285.2	0.704942
285.4	0.705499
285.6	0.706054
285.8	0.706609
286	0.707164
286.2	0.707717
286.4	0.708271
286.6	0.708823
286.8	0.709375
287	0.709926
287.2	0.710477
287.4	0.711027
287.6	0.711576
287.8	0.712125
288	0.712673
288.2	0.713221
288.4	0.713768
288.6	0.714314
288.8	0.71486
289	0.715405
289.2	0.715949
289.4	0.716493
289.6	0.717036
289.8	0.717579
290	0.718121
290.2	0.718662
290.4	0.719203
290.6	0.719743
290.8	0.720282
291	0.720821
291.2	0.721359
291.4	0.721897
291.6	0.722433
291.8	0.72297
292	0.723505
292.2	0.72404
292.4	0.724574
292.6	0.725108
292.8	0.725641
293	0.726173
293.2	0.726705
293.4	0.727236
293.6	0.727767
293.8	0.728296
294	0.728825
294.2	0.729354
294.4	0.729882
294.6	0.730409
294.8	0.730935
295	0.731461
295.2	0.731987
295.4	0.732511
295.6	0.733035
295.8	0.733558
296	0.734081
296.2	0.734603
296.4	0.735124
296.6	0.735645
296.8	0.736165
297	0.736684
297.2	0.737203
297.4	0.737721
297.6	0.738238
297.8	0.738755
298	0.739271
298.2	0.739786
298.4	0.740301
298.6	0.740815
298.8	0.741329
299	0.741841
299.2	0.742353
299.4	0.742865
299.6	0.743376
299.8	0.743886
300	0.744395
300.2	0.744904
300.4	0.745412
300.6	0.745919
300.8	0.746426
301	0.746932
301.2	0.747438
301.4	0.747942
301.6	0.748446
301.8	0.74895
302	0.749453
302.2	0.749955
302.4	0.750456
302.6	0.750957
302.8	0.751457
303	0.751956
303.2	0.752455
303.4	0.752953
303.6	0.75345
303.8	0.753947
304	0.754443
304.2	0.754938
304.4	0.755433
304.6	0.755927
304.8	0.75642
305	0.756913
305.2	0.757405
305.4	0.757896
305.6	0.758387
305.8	0.758877
306	0.759366
306.2	0.759855
306.4	0.760342
306.6	0.76083
306.8	0.761316
307	0.761802
307.2	0.762287
307.4	0.762772
307.6	0.763255
307.8	0.763739
308	0.764221
308.2	0.764703
308.4	0.765184
308.6	0.765664
308.8	0.766144
309	0.766623
309.2	0.767101
309.4	0.767579
309.6	0.768056
309.8	0.768532
310	0.769008
310.2	0.769483
310.4	0.769957
310.6	0.770431
310.8	0.770904
311	0.771376
311.2	0.771847
311.4	0.772318
311.6	0.772788
311.8	0.773258
312	0.773727
312.2	0.774195
312.4	0.774662
312.6	0.775129
312.8	0.775595
313	0.77606
313.2	0.776525
313.4	0.776989
313.6	0.777452
313.8	0.777915
314	0.778376
314.2	0.778838
314.4	0.779298
314.6	0.779758
314.8	0.780217
315	0.780676
315.2	0.781133
315.4	0.78159
315.6	0.782047
315.8	0.782503
316	0.782958
316.2	0.783412
316.4	0.783866
316.6	0.784319
316.8	0.784771
317	0.785222
317.2	0.785673
317.4	0.786123
317.6	0.786573
317.8	0.787022
318	0.78747
318.2	0.787917
318.4	0.788364
318.6	0.78881
318.8	0.789256
319	0.7897
319.2	0.790144
319.4	0.790588
319.6	0.79103
319.8	0.791472
320	0.791913
320.2	0.792354
320.4	0.792794
320.6	0.793233
320.8	0.793671
321	0.794109
321.2	0.794546
321.4	0.794983
321.6	0.795419
321.8	0.795854
322	0.796288
322.2	0.796722
322.4	0.797155
322.6	0.797587
322.8	0.798018
323	0.798449
323.2	0.79888
323.4	0.799309
323.6	0.799738
323.8	0.800166
324	0.800594
324.2	0.801021
324.4	0.801447
324.6	0.801872
324.8	0.802297
325	0.802721
325.2	0.803144
325.4	0.803567
325.6	0.803989
325.8	0.80441
326	0.804831
326.2	0.805251
326.4	0.80567
326.6	0.806089
326.8	0.806506
327	0.806924
327.2	0.80734
327.4	0.807756
327.6	0.808171
327.8	0.808586
328	0.808999
328.2	0.809412
328.4	0.809825
328.6	0.810237
328.8	0.810648
329	0.811058
329.2	0.811468
329.4	0.811877
329.6	0.812285
329.8	0.812692
330	0.813099
330.2	0.813506
330.4	0.813911
330.6	0.814316
330.8	0.81472
331	0.815124
331.2	0.815527
331.4	0.815929
331.6	0.816331
331.8	0.816731
332	0.817131
332.2	0.817531
332.4	0.81793
332.6	0.818328
332.8	0.818725
333	0.819122
333.2	0.819518
333.4	0.819914
333.6	0.820308
333.8	0.820702
334	0.821096
334.2	0.821488
334.4	0.82188
334.6	0.822272
334.8	0.822662
335	0.823052
335.2	0.823442
335.4	0.82383
335.6	0.824218
335.8	0.824606
336	0.824992
336.2	0.825378
336.4	0.825764
336.6	0.826148
336.8	0.826532
337	0.826915
337.2	0.827298
337.4	0.82768
337.6	0.828061
337.8	0.828442
338	0.828822
338.2	0.829201
338.4	0.82958
338.6	0.829958
338.8	0.830335
339	0.830711
339.2	0.831087
339.4	0.831463
339.6	0.831837
339.8	0.832211
340	0.832585
340.2	0.832957
340.4	0.833329
340.6	0.8337
340.8	0.834071
341	0.834441
341.2	0.83481
341.4	0.835179
341.6	0.835547
341.8	0.835914
342	0.836281
342.2	0.836647
342.4	0.837012
342.6	0.837377
342.8	0.837741
343	0.838104
343.2	0.838467
343.4	0.838829
343.6	0.83919
343.8	0.839551
344	0.839911
344.2	0.840271
344.4	0.840629
344.6	0.840988
344.8	0.841345
345	0.841702
345.2	0.842058
345.4	0.842414
345.6	0.842768
345.8	0.843123
346	0.843476
346.2	0.843829
346.4	0.844181
346.6	0.844533
346.8	0.844884
347	0.845234
347.2	0.845584
347.4	0.845933
347.6	0.846281
347.8	0.846629
348	0.846976
348.2	0.847323
348.4	0.847669
348.6	0.848014
348.8	0.848358
349	0.848702
349.2	0.849045
349.4	0.849388
349.6	0.84973
349.8	0.850071
350	0.850412
350.2	0.850752
350.4	0.851091
350.6	0.85143
350.8	0.851768
351	0.852106
351.2	0.852443
351.4	0.852779
351.6	0.853114
351.8	0.853449
352	0.853784
352.2	0.854117
352.4	0.85445
352.6	0.854783
352.8	0.855115
353	0.855446
353.2	0.855776
353.4	0.856106
353.6	0.856436
353.8	0.856764
354	0.857092
354.2	0.85742
354.4	0.857747
354.6	0.858073
354.8	0.858398
355	0.858723
355.2	0.859047
355.4	0.859371
355.6	0.859694
355.8	0.860017
356	0.860338
356.2	0.86066
356.4	0.86098
356.6	0.8613
356.8	0.861619
357	0.861938
357.2	0.862256
357.4	0.862574
357.6	0.86289
357.8	0.863207
358	0.863522
358.2	0.863837
358.4	0.864152
358.6	0.864466
358.8	0.864779
359	0.865091
359.2	0.865403
359.4	0.865715
359.6	0.866025
359.8	0.866335
360	0.866645
360.2	0.866954
360.4	0.867262
360.6	0.86757
360.8	0.867877
361	0.868184
361.2	0.868489
361.4	0.868795
361.6	0.869099
361.8	0.869403
362	0.869707
362.2	0.87001
362.4	0.870312
362.6	0.870614
362.8	0.870915
363	0.871215
363.2	0.871515
363.4	0.871815
363.6	0.872113
363.8	0.872411
364	0.872709
364.2	0.873006
364.4	0.873302
364.6	0.873598
364.8	0.873893
365	0.874188
365.2	0.874482
365.4	0.874775
365.6	0.875068
365.8	0.87536
366	0.875652
366.2	0.875943
366.4	0.876233
366.6	0.876523
366.8	0.876812
367	0.877101
367.2	0.877389
367.4	0.877677
367.6	0.877964
367.8	0.87825
368	0.878536
368.2	0.878821
368.4	0.879106
368.6	0.87939
368.8	0.879673
369	0.879956
369.2	0.880239
369.4	0.88052
369.6	0.880802
369.8	0.881082
370	0.881362
370.2	0.881642
370.4	0.881921
370.6	0.882199
370.8	0.882477
371	0.882754
371.2	0.883031
371.4	0.883307
371.6	0.883582
371.8	0.883857
372	0.884131
372.2	0.884405
372.4	0.884679
372.6	0.884951
372.8	0.885223
373	0.885495
373.2	0.885766
373.4	0.886036
373.6	0.886306
373.8	0.886576
374	0.886844
374.2	0.887113
374.4	0.88738
374.6	0.887647
374.8	0.887914
375	0.88818
375.2	0.888445
375.4	0.88871
375.6	0.888975
375.8	0.889238
376	0.889502
376.2	0.889764
376.4	0.890027
376.6	0.890288
376.8	0.890549
377	0.89081
377.2	0.89107
377.4	0.891329
377.6	0.891588
377.8	0.891846
378	0.892104
378.2	0.892361
378.4	0.892618
378.6	0.892874
378.8	0.89313
379	0.893385
379.2	0.89364
379.4	0.893894
379.6	0.894147
379.8	0.8944
380	0.894653
380.2	0.894905
380.4	0.895156
380.6	0.895407
380.8	0.895657
381	0.895907
381.2	0.896156
381.4	0.896405
381.6	0.896653
381.8	0.896901
382	0.897148
382.2	0.897395
382.4	0.897641
382.6	0.897886
382.8	0.898131
383	0.898376
383.2	0.89862
383.4	0.898863
383.6	0.899106
383.8	0.899349
384	0.899591
384.2	0.899832
384.4	0.900073
384.6	0.900313
384.8	0.900553
385	0.900793
385.2	0.901031
385.4	0.90127
385.6	0.901508
385.8	0.901745
386	0.901982
386.2	0.902218
386.4	0.902454
386.6	0.902689
386.8	0.902924
387	0.903158
387.2	0.903392
387.4	0.903625
387.6	0.903858
387.8	0.90409
388	0.904322
388.2	0.904553
388.4	0.904784
388.6	0.905014
388.8	0.905244
389	0.905473
389.2	0.905702
389.4	0.90593
389.6	0.906158
389.8	0.906385
390	0.906612
390.2	0.906838
390.4	0.907064
390.6	0.907289
390.8	0.907514
391	0.907739
391.2	0.907962
391.4	0.908186
391.6	0.908409
391.8	0.908631
392	0.908853
392.2	0.909074
392.4	0.909295
392.6	0.909516
392.8	0.909736
393	0.909955
393.2	0.910174
393.4	0.910393
393.6	0.910611
393.8	0.910828
394	0.911045
394.2	0.911262
394.4	0.911478
394.6	0.911694
394.8	0.911909
395	0.912123
395.2	0.912338
395.4	0.912551
395.6	0.912765
395.8	0.912977
396	0.91319
396.2	0.913402
396.4	0.913613
396.6	0.913824
396.8	0.914034
397	0.914244
397.2	0.914454
397.4	0.914663
397.6	0.914872
397.8	0.91508
398	0.915288
398.2	0.915495
398.4	0.915702
398.6	0.915908
398.8	0.916114
399	0.916319
399.2	0.916524
399.4	0.916728
399.6	0.916933
399.8	0.917136
400	0.917339
400.2	0.917542
400.4	0.917744
400.6	0.917946
400.8	0.918147
401	0.918348
401.2	0.918548
401.4	0.918748
401.6	0.918948
401.8	0.919147
402	0.919346
402.2	0.919544
402.4	0.919741
402.6	0.919939
402.8	0.920136
403	0.920332
403.2	0.920528
403.4	0.920723
403.6	0.920918
403.8	0.921113
404	0.921307
404.2	0.921501
404.4	0.921694
404.6	0.921887
404.8	0.92208
405	0.922272
405.2	0.922463
405.4	0.922654
405.6	0.922845
405.8	0.923036
406	0.923225
406.2	0.923415
406.4	0.923604
406.6	0.923792
406.8	0.923981
407	0.924168
407.2	0.924356
407.4	0.924542
407.6	0.924729
407.8	0.924915
408	0.9251
408.2	0.925286
408.4	0.92547
408.6	0.925655
408.8	0.925839
409	0.926022
409.2	0.926205
409.4	0.926388
409.6	0.92657
409.8	0.926752
410	0.926933
410.2	0.927114
410.4	0.927295
410.6	0.927475
410.8	0.927655
411	0.927834
411.2	0.928013
411.4	0.928192
411.6	0.92837
411.8	0.928548
412	0.928725
412.2	0.928902
412.4	0.929078
412.6	0.929254
412.8	0.92943
413	0.929605
413.2	0.92978
413.4	0.929955
413.6	0.930129
413.8	0.930303
414	0.930476
414.2	0.930649
414.4	0.930821
414.6	0.930993
414.8	0.931165
415	0.931336
415.2	0.931507
415.4	0.931678
415.6	0.931848
415.8	0.932018
416	0.932187
416.2	0.932356
416.4	0.932524
416.6	0.932693
416.8	0.93286
417	0.933028
417.2	0.933195
417.4	0.933361
417.6	0.933528
417.8	0.933693
418	0.933859
418.2	0.934024
418.4	0.934189
418.6	0.934353
418.8	0.934517
419	0.93468
419.2	0.934844
419.4	0.935006
419.6	0.935169
419.8	0.935331
420	0.935492
420.2	0.935654
420.4	0.935815
420.6	0.935975
420.8	0.936135
421	0.936295
421.2	0.936454
421.4	0.936613
421.6	0.936772
421.8	0.93693
422	0.937088
422.2	0.937246
422.4	0.937403
422.6	0.93756
422.8	0.937716
423	0.937872
423.2	0.938028
423.4	0.938183
423.6	0.938338
423.8	0.938493
424	0.938647
424.2	0.938801
424.4	0.938955
424.6	0.939108
424.8	0.939261
425	0.939413
425.2	0.939565
425.4	0.939717
425.6	0.939869
425.8	0.94002
426	0.94017
426.2	0.940321
426.4	0.940471
426.6	0.94062
426.8	0.940769
427	0.940918
427.2	0.941067
427.4	0.941215
427.6	0.941363
427.8	0.94151
428	0.941658
428.2	0.941804
428.4	0.941951
428.6	0.942097
428.8	0.942243
429	0.942388
429.2	0.942533
429.4	0.942678
429.6	0.942823
429.8	0.942967
430	0.94311
430.2	0.943254
430.4	0.943397
430.6	0.943539
430.8	0.943682
431	0.943824
431.2	0.943966
431.4	0.944107
431.6	0.944248
431.8	0.944389
432	0.944529
432.2	0.944669
432.4	0.944809
432.6	0.944948
432.8	0.945087
433	0.945226
433.2	0.945364
433.4	0.945502
433.6	0.94564
433.8	0.945777
434	0.945914
434.2	0.946051
434.4	0.946187
434.6	0.946323
434.8	0.946459
435	0.946595
435.2	0.94673
435.4	0.946864
435.6	0.946999
435.8	0.947133
436	0.947267
436.2	0.9474
436.4	0.947534
436.6	0.947666
436.8	0.947799
437	0.947931
437.2	0.948063
437.4	0.948195
437.6	0.948326
437.8	0.948457
438	0.948588
438.2	0.948718
438.4	0.948848
438.6	0.948978
438.8	0.949107
439	0.949236
439.2	0.949365
439.4	0.949493
439.6	0.949621
439.8	0.949749
440	0.949877
440.2	0.950004
440.4	0.950131
440.6	0.950258
440.8	0.950384
441	0.95051
441.2	0.950636
441.4	0.950761
441.6	0.950886
441.8	0.951011
442	0.951135
442.2	0.95126
442.4	0.951384
442.6	0.951507
442.8	0.95163
443	0.951753
443.2	0.951876
443.4	0.951999
443.6	0.952121
443.8	0.952243
444	0.952364
444.2	0.952485
444.4	0.952606
444.6	0.952727
444.8	0.952847
445	0.952967
445.2	0.953087
445.4	0.953207
445.6	0.953326
445.8	0.953445
446	0.953563
446.2	0.953682
446.4	0.9538
446.6	0.953917
446.8	0.954035
447	0.954152
447.2	0.954269
447.4	0.954386
447.6	0.954502
447.8	0.954618
448	0.954734
448.2	0.954849
448.4	0.954965
448.6	0.955079
448.8	0.955194
449	0.955308
449.2	0.955423
449.4	0.955536
449.6	0.95565
449.8	0.955763
450	0.955876
450.2	0.955989
450.4	0.956101
450.6	0.956213
450.8	0.956325
451	0.956437
451.2	0.956548
451.4	0.956659
451.6	0.95677
451.8	0.956881
452	0.956991
452.2	0.957101
452.4	0.957211
452.6	0.95732
452.8	0.957429
453	0.957538
453.2	0.957647
453.4	0.957755
453.6	0.957863
453.8	0.957971
454	0.958079
454.2	0.958186
454.4	0.958293
454.6	0.9584
454.8	0.958507
455	0.958613
455.2	0.958719
455.4	0.958825
455.6	0.95893
455.8	0.959035
456	0.95914
456.2	0.959245
456.4	0.95935
456.6	0.959454
456.8	0.959558
457	0.959661
457.2	0.959765
457.4	0.959868
457.6	0.959971
457.8	0.960074
458	0.960176
458.2	0.960278
458.4	0.96038
458.6	0.960482
458.8	0.960583
459	0.960685
459.2	0.960786
459.4	0.960886
459.6	0.960987
459.8	0.961087
460	0.961187
460.2	0.961286
460.4	0.961386
460.6	0.961485
460.8	0.961584
461	0.961683
461.2	0.961781
461.4	0.961879
461.6	0.961977
461.8	0.962075
462	0.962173
462.2	0.96227
462.4	0.962367
462.6	0.962464
462.8	0.96256
463	0.962657
463.2	0.962753
463.4	0.962849
463.6	0.962944
463.8	0.963039
464	0.963135
464.2	0.963229
464.4	0.963324
464.6	0.963419
464.8	0.963513
465	0.963607
465.2	0.9637
465.4	0.963794
465.6	0.963887
465.8	0.96398
466	0.964073
466.2	0.964165
466.4	0.964258
466.6	0.96435
466.8	0.964442
467	0.964533
467.2	0.964625
467.4	0.964716
467.6	0.964807
467.8	0.964898
468	0.964988
468.2	0.965078
468.4	0.965169
468.6	0.965258
468.8	0.965348
469	0.965437
469.2	0.965527
469.4	0.965615
469.6	0.965704
469.8	0.965793
470	0.965881
470.2	0.965969
470.4	0.966057
470.6	0.966145
470.8	0.966232
471	0.966319
471.2	0.966406
471.4	0.966493
471.6	0.966579
471.8	0.966666
472	0.966752
472.2	0.966838
472.4	0.966923
472.6	0.967009
472.8	0.967094
473	0.967179
473.2	0.967264
473.4	0.967349
473.6	0.967433
473.8	0.967517
474	0.967601
474.2	0.967685
474.4	0.967769
474.6	0.967852
474.8	0.967935
475	0.968018
475.2	0.968101
475.4	0.968183
475.6	0.968266
475.8	0.968348
476	0.96843
476.2	0.968511
476.4	0.968593
476.6	0.968674
476.8	0.968755
477	0.968836
477.2	0.968917
477.4	0.968997
477.6	0.969077
477.8	0.969158
478	0.969237
478.2	0.969317
478.4	0.969397
478.6	0.969476
478.8	0.969555
479	0.969634
479.2	0.969712
479.4	0.969791
479.6	0.969869
479.8	0.969947
480	0.970025
480.2	0.970103
480.4	0.97018
480.6	0.970258
480.8	0.970335
481	0.970412
481.2	0.970488
481.4	0.970565
481.6	0.970641
481.8	0.970718
482	0.970793
482.2	0.970869
482.4	0.970945
482.6	0.97102
482.8	0.971095
483	0.97117
483.2	0.971245
483.4	0.97132
483.6	0.971394
483.8	0.971469
484	0.971543
484.2	0.971616
484.4	0.97169
484.6	0.971764
484.8	0.971837
485	0.97191
485.2	0.971983
485.4	0.972056
485.6	0.972128
485.8	0.972201
486	0.972273
486.2	0.972345
486.4	0.972417
486.6	0.972489
486.8	0.97256
487	0.972631
487.2	0.972703
487.4	0.972774
487.6	0.972844
487.8	0.972915
488	0.972985
488.2	0.973056
488.4	0.973126
488.6	0.973196
488.8	0.973265
489	0.973335
489.2	0.973404
489.4	0.973473
489.6	0.973542
489.8	0.973611
490	0.97368
490.2	0.973748
490.4	0.973817
490.6	0.973885
490.8	0.973953
491	0.97402
491.2	0.974088
491.4	0.974156
491.6	0.974223
491.8	0.97429
492	0.974357
492.2	0.974424
492.4	0.97449
492.6	0.974557
492.8	0.974623
493	0.974689
493.2	0.974755
493.4	0.974821
493.6	0.974886
493.8	0.974952
494	0.975017
494.2	0.975082
494.4	0.975147
494.6	0.975212
494.8	0.975276
495	0.975341
495.2	0.975405
495.4	0.975469
495.6	0.975533
495.8	0.975597
496	0.97566
496.2	0.975724
496.4	0.975787
496.6	0.97585
496.8	0.975913
497	0.975976
497.2	0.976039
497.4	0.976101
497.6	0.976164
497.8	0.976226
498	0.976288
498.2	0.97635
498.4	0.976411
498.6	0.976473
498.8	0.976534
499	0.976596
499.2	0.976657
499.4	0.976718
499.6	0.976778
499.8	0.976839
500	0.976899
500.2	0.97696
500.4	0.97702
500.6	0.97708
500.8	0.97714
501	0.977199
501.2	0.977259
501.4	0.977318
501.6	0.977378
501.8	0.977437
502	0.977496
502.2	0.977554
502.4	0.977613
502.6	0.977671
502.8	0.97773
503	0.977788
503.2	0.977846
503.4	0.977904
503.6	0.977962
503.8	0.978019
504	0.978077
504.2	0.978134
504.4	0.978191
504.6	0.978248
504.8	0.978305
505	0.978362
505.2	0.978418
505.4	0.978475
505.6	0.978531
505.8	0.978587
506	0.978643
506.2	0.978699
506.4	0.978755
506.6	0.97881
506.8	0.978866
507	0.978921
507.2	0.978976
507.4	0.979031
507.6	0.979086
507.8	0.979141
508	0.979195
508.2	0.97925
508.4	0.979304
508.6	0.979358
508.8	0.979412
509	0.979466
509.2	0.97952
509.4	0.979573
509.6	0.979627
509.8	0.97968
510	0.979733
510.2	0.979786
510.4	0.979839
510.6	0.979892
510.8	0.979945
511	0.979997
511.2	0.98005
511.4	0.980102
511.6	0.980154
511.8	0.980206
512	0.980258
512.2	0.98031
512.4	0.980361
512.6	0.980413
512.8	0.980464
513	0.980515
513.2	0.980566
513.4	0.980617
513.6	0.980668
513.8	0.980719
514	0.980769
514.2	0.980819
514.4	0.98087
514.6	0.98092
514.8	0.98097
515	0.98102
515.2	0.981069
515.4	0.981119
515.6	0.981169
515.8	0.981218
516	0.981267
516.2	0.981316
