# Longevidade	Quantidade
0.240451	0.215
0.240606	0.21625
0.240762	0.2175
0.244184	0.21875
0.244495	0.22
0.248849	0.22125
0.25056	0.2225
0.250716	0.22375
0.253671	0.225
0.254449	0.22625
0.25476	0.2275
0.255537	0.22875
0.259115	0.23
0.25927	0.23125
0.260048	0.2325
0.263158	0.23375
0.266113	0.235
0.269846	0.23625
0.270002	0.2375
0.270779	0.23875
0.273423	0.24
0.274201	0.24125
0.277778	0.2425
0.278245	0.24375
0.281044	0.245
0.283377	0.24625
0.284155	0.2475
0.289599	0.24875
0.290843	0.25
0.290998	0.25125
0.293798	0.2525
0.294887	0.25375
0.298153	0.255
0.298464	0.25625
0.301574	0.2575
0.301886	0.25875
0.302974	0.26
0.303285	0.261875
0.303752	0.26375
0.306707	0.265
0.309507	0.26625
0.309662	0.2675
0.310751	0.26875
0.311217	0.27
0.31635	0.27125
0.318683	0.2725
0.320083	0.27375
0.320238	0.275
0.321171	0.27625
0.321482	0.278125
0.321793	0.28
0.325215	0.28125
0.327393	0.2825
0.328015	0.28375
0.328481	0.285
0.337347	0.28625
0.337813	0.2875
0.342635	0.28875
0.34279	0.29
0.34419	0.29125
0.344501	0.2925
0.347301	0.294375
0.348856	0.29625
0.351811	0.2975
0.354144	0.29875
0.354766	0.3
0.357255	0.30125
0.357721	0.303125
0.364564	0.305
0.365498	0.30625
0.367208	0.3075
0.37063	0.30875
0.371097	0.31
0.373274	0.31125
0.373741	0.3125
0.375763	0.31375
0.37654	0.315
0.377162	0.31625
0.382295	0.318125
0.383384	0.32
0.384939	0.32125
0.389449	0.3225
0.390383	0.32375
0.394426	0.325
0.398937	0.32625
0.401892	0.3275
0.40438	0.32875
0.407024	0.33
0.40858	0.33125
0.41309	0.3325
0.415423	0.33375
0.419	0.335
0.420245	0.33625
0.420556	0.3375
0.4232	0.33875
0.426932	0.34
0.428643	0.34125
0.431598	0.3425
0.43222	0.34375
0.434398	0.345
0.434553	0.34625
0.436575	0.3475
0.436886	0.34875
0.438442	0.35
0.440464	0.35125
0.441552	0.3525
0.44233	0.35375
0.442641	0.355
0.455706	0.35625
0.459749	0.3575
0.460216	0.35875
0.462549	0.36
0.463327	0.361875
0.465348	0.36375
0.466126	0.365
0.467059	0.36625
0.469237	0.3675
0.469703	0.36875
0.472036	0.37
0.473281	0.37125
0.473903	0.3725
0.476547	0.37375
0.482612	0.375
0.483235	0.37625
0.48339	0.3775
0.483857	0.37875
0.485723	0.38
0.486967	0.38125
0.487745	0.3825
0.490233	0.38375
0.490389	0.385
0.4907	0.38625
0.491478	0.3875
0.491789	0.38875
0.494277	0.39
0.495366	0.39125
0.496921	0.3925
0.49801	0.39375
0.498632	0.395
0.501743	0.39625
0.502987	0.3975
0.50392	0.399375
0.507653	0.40125
0.511541	0.4025
0.511852	0.40375
0.515741	0.405
0.519784	0.40625
0.521029	0.4075
0.521962	0.40875
0.525072	0.41
0.525383	0.41125
0.525539	0.4125
0.527561	0.41375
0.52865	0.415
0.531449	0.41625
0.533782	0.4175
0.534404	0.419375
0.535337	0.42125
0.538292	0.4225
0.540003	0.42375
0.541714	0.425
0.543269	0.42625
0.546691	0.4275
0.549802	0.42875
0.55509	0.43
0.555245	0.43125
0.556956	0.4325
0.558045	0.43375
0.559445	0.435
0.560067	0.43625
0.561156	0.4375
0.56551	0.43875
0.570798	0.440625
0.573442	0.4425
0.575153	0.44375
0.57702	0.445
0.577486	0.44625
0.578264	0.4475
0.581686	0.44875
0.582152	0.45
0.584952	0.45125
0.585107	0.4525
0.591017	0.45375
0.593817	0.455
0.597083	0.45625
0.597705	0.4575
0.600505	0.45875
0.605171	0.46
0.613569	0.46125
0.615747	0.4625
0.617924	0.46375
0.618391	0.465
0.618546	0.46625
0.620568	0.4675
0.62399	0.46875
0.6285	0.47
0.628967	0.47125
0.6313	0.4725
0.631456	0.47375
0.636744	0.475
0.637366	0.47625
0.639854	0.478125
0.640632	0.48
0.648875	0.48125
0.650119	0.4825
0.652919	0.48375
0.655874	0.485
0.656652	0.48625
0.656963	0.4875
0.657896	0.48875
0.661473	0.49
0.662251	0.49125
0.664895	0.4925
0.667072	0.49375
0.668627	0.495
0.669872	0.49625
0.677959	0.4975
0.683558	0.49875
0.684647	0.5
0.685425	0.50125
0.687913	0.5025
0.693201	0.50375
0.694134	0.505
0.701911	0.50625
0.703	0.5075
0.704866	0.50875
0.708754	0.51
0.709221	0.51125
0.709532	0.5125
0.712798	0.51375
0.714976	0.515
0.716531	0.51625
0.71762	0.5175
0.720419	0.51875
0.721974	0.52
0.723996	0.52125
0.724619	0.5225
0.726485	0.52375
0.732084	0.525
0.73675	0.52625
0.739238	0.5275
0.742038	0.52875
0.742816	0.53
0.744371	0.53125
0.746082	0.5325
0.746237	0.53375
0.747326	0.535
0.749037	0.53625
0.749503	0.5375
0.75277	0.53875
0.755569	0.54
0.761168	0.54125
0.761946	0.5425
0.765368	0.54375
0.766767	0.545
0.768634	0.54625
0.769722	0.5475
0.774077	0.54875
0.774699	0.55
0.775788	0.55125
0.778121	0.5525
0.786831	0.55375
0.789008	0.555
0.79103	0.55625
0.791652	0.5575
0.799273	0.55875
0.80254	0.56
0.803473	0.56125
0.803939	0.5625
0.806117	0.56375
0.807516	0.565
0.811871	0.56625
0.813116	0.5675
0.813893	0.56875
0.814826	0.570625
0.817626	0.5725
0.81887	0.57375
0.819337	0.575
0.82167	0.57625
0.824158	0.5775
0.824469	0.57875
0.826802	0.58
0.828047	0.58125
0.83349	0.5825
0.835823	0.58375
0.838156	0.585
0.838778	0.58625
0.838934	0.5875
0.839245	0.58875
0.8408	0.59
0.843133	0.59125
0.852932	0.5925
0.865841	0.59375
0.868796	0.595
0.870818	0.59625
0.87875	0.5975
0.880927	0.59875
0.888237	0.6
0.888704	0.60125
0.894925	0.6025
0.898658	0.60375
0.90239	0.605
0.90519	0.60625
0.912033	0.6075
0.912344	0.60875
0.916544	0.61
0.920743	0.61125
0.923387	0.6125
0.923698	0.61375
0.925876	0.615
0.932097	0.61625
0.932252	0.6175
0.933341	0.61875
0.933652	0.62
0.935985	0.62125
0.945472	0.6225
0.951694	0.62375
0.954493	0.625
0.958537	0.62625
0.958848	0.6275
0.962581	0.62875
0.966469	0.63
0.967247	0.63125
0.969269	0.6325
0.970357	0.63375
0.972379	0.635
0.975179	0.63625
0.975334	0.6375
0.976579	0.63875
0.986066	0.64
0.986377	0.64125
0.98871	0.6425
0.989021	0.64375
0.991821	0.645
1.00815	0.64625
1.00831	0.6475
1.01111	0.64875
1.02106	0.65
1.02386	0.65125
1.02573	0.6525
1.03335	0.65375
1.03599	0.655
1.04252	0.65625
1.04346	0.6575
1.04392	0.659375
1.04423	0.66125
1.05046	0.6625
1.05248	0.66375
1.05683	0.665
1.05885	0.66625
1.06274	0.6675
1.06508	0.66875
1.06974	0.67
1.07285	0.67125
1.07332	0.6725
1.07394	0.67375
1.0741	0.675
1.08218	0.676875
1.08654	0.67875
1.08887	0.68
1.09696	0.68125
1.0982	0.6825
1.09929	0.68375
1.10038	0.685
1.10318	0.68625
1.10427	0.6875
1.10443	0.68875
1.11453	0.69
1.12029	0.69125
1.12589	0.6925
1.13211	0.69375
1.13538	0.695
1.13678	0.69625
1.13864	0.6975
1.14424	0.69875
1.1472	0.7
1.1528	0.70125
1.15404	0.7025
1.15684	0.70375
1.16633	0.705
1.16757	0.70625
1.17021	0.7075
1.17146	0.70875
1.17301	0.71
1.1783	0.71125
1.18219	0.7125
1.18343	0.71375
1.18841	0.715
1.19526	0.71625
1.2007	0.7175
1.20708	0.71875
1.21267	0.72
1.21361	0.72125
1.22356	0.7225
1.22512	0.72375
1.22885	0.725
1.23476	0.72625
1.24456	0.7275
1.26244	0.72875
1.26307	0.73
1.26789	0.73125
1.26898	0.7325
1.27364	0.73375
1.27551	0.735
1.2766	0.73625
1.28189	0.7375
1.28764	0.73875
1.28826	0.74
1.29604	0.74125
1.29791	0.7425
1.29977	0.74375
1.30584	0.745
1.31004	0.74625
1.31175	0.7475
1.31221	0.74875
1.31315	0.75
1.31595	0.75125
1.31844	0.7525
1.31921	0.75375
1.3245	0.755
1.32668	0.75625
1.32979	0.7575
1.33088	0.75875
1.3315	0.76
1.3385	0.76125
1.33912	0.7625
1.34441	0.76375
1.34845	0.765
1.34954	0.76625
1.35374	0.7675
1.3539	0.76875
1.35467	0.77
1.35996	0.77125
1.36634	0.7725
1.36945	0.77375
1.37349	0.775
1.37567	0.77625
1.37583	0.7775
1.38127	0.77875
1.38329	0.78
1.41922	0.78125
1.42	0.7825
1.42202	0.78375
1.42637	0.785
1.43384	0.78625
1.44675	0.7875
1.44908	0.78875
1.45935	0.79
1.46495	0.79125
1.47257	0.7925
1.49372	0.79375
1.49527	0.795
1.4959	0.79625
1.49807	0.7975
1.50865	0.79875
1.51223	0.8
1.51518	0.80125
1.52311	0.8025
1.52607	0.80375
1.54116	0.805
1.5494	0.80625
1.55406	0.8075
1.56262	0.80875
1.56993	0.81
1.5847	0.81125
1.58595	0.8125
1.60212	0.81375
1.60461	0.815
1.62654	0.81625
1.64801	0.8175
1.65454	0.81875
1.66309	0.82
1.67336	0.82125
1.68456	0.8225
1.68798	0.82375
1.69669	0.825
1.70477	0.82625
1.70742	0.8275
1.73308	0.82875
1.7337	0.83
1.73744	0.83125
1.76776	0.8325
1.78114	0.83375
1.78332	0.835
1.78721	0.83625
1.79001	0.8375
1.79156	0.83875
1.80587	0.84
1.80867	0.84125
1.80898	0.8425
1.81194	0.84375
1.84569	0.845
1.8516	0.84625
1.85595	0.8475
1.85766	0.84875
1.86606	0.85
1.89312	0.85125
1.90137	0.8525
1.90277	0.85375
1.90665	0.855
1.91116	0.85625
1.92983	0.8575
1.93745	0.85875
1.94025	0.86
1.95502	0.86125
1.97431	0.8625
1.98769	0.86375
1.99562	0.865
2.00386	0.86625
2.00666	0.8675
2.01164	0.86875
2.01459	0.87
2.07229	0.87125
2.10449	0.8725
2.10713	0.87375
2.11289	0.875
2.11475	0.87625
2.11538	0.8775
2.11584	0.87875
2.11615	0.88
2.12409	0.88125
2.1681	0.8825
2.19656	0.88375
2.19921	0.885
2.21196	0.88625
2.21834	0.8875
2.24307	0.88875
2.24867	0.89
2.26251	0.89125
2.27682	0.8925
2.29533	0.89375
2.29595	0.895
2.31834	0.89625
2.35225	0.8975
2.3636	0.89875
2.372	0.9
2.37745	0.90125
2.37791	0.9025
2.38025	0.90375
2.38056	0.905
2.38771	0.90625
2.41151	0.9075
2.41524	0.90875
2.44588	0.91
2.45832	0.91125
2.46019	0.9125
2.46408	0.91375
2.47574	0.915
2.48072	0.91625
2.48165	0.9175
2.49534	0.91875
2.51338	0.92
2.51976	0.92125
2.56533	0.9225
2.57279	0.92375
2.57684	0.925
2.60685	0.92625
2.62054	0.9275
2.64994	0.92875
2.66176	0.93
2.67342	0.93125
2.72941	0.9325
2.76098	0.93375
2.76876	0.935
2.78758	0.93625
2.79987	0.9375
2.8064	0.93875
2.80687	0.94
2.82506	0.94125
2.84482	0.9425
2.88494	0.94375
2.89132	0.945
2.91092	0.94625
3.02134	0.9475
3.03705	0.94875
3.04794	0.95
3.12524	0.95125
3.2324	0.9525
3.2464	0.95375
3.25091	0.955
3.252	0.95625
3.27921	0.9575
3.28217	0.95875
3.30783	0.96
3.3237	0.96125
3.36864	0.9625
3.37471	0.96375
3.37487	0.965
3.40613	0.96625
3.40924	0.9675
3.41764	0.96875
3.47394	0.97
3.57006	0.97125
3.59572	0.9725
3.64362	0.97375
3.7091	0.975
3.76027	0.97625
3.88718	0.9775
3.98144	0.97875
4.05516	0.98
4.16045	0.98125
4.40495	0.9825
4.44414	0.98375
4.51288	0.985
4.59438	0.98625
4.61927	0.9875
4.70808	0.98875
4.78569	0.99
4.82379	0.99125
4.91478	0.9925
4.92877	0.99375
5.1123	0.995
5.63784	0.99625
5.93599	0.9975
6.51535	0.99875
10.1493	1
