# Longevidade	Quantidade
4.03408	0.974
4.06494	0.974667
4.06805	0.975333
4.07385	0.976
4.09797	0.976667
4.10065	0.977333
4.11427	0.978
4.11608	0.978667
4.11789	0.979333
4.13774	0.98
4.13796	0.980667
4.17526	0.981333
4.18707	0.982
4.21199	0.982667
4.22336	0.983333
4.22713	0.984
4.26262	0.984667
4.29392	0.985333
4.3594	0.986
4.40207	0.986667
4.52558	0.987333
4.55173	0.988
4.5815	0.988667
4.60946	0.989333
4.61707	0.99
4.72711	0.990667
4.84634	0.991333
4.86778	0.992
4.9587	0.992667
5.03374	0.993333
5.1466	0.994
5.17297	0.994667
5.45824	0.995333
5.49105	0.996
5.72655	0.996667
5.73162	0.997333
6.0082	0.998
6.06513	0.998667
6.25652	0.999333
6.65363	1
